auc_large,coinflip_ratio_raw,coinflip_ratio_excess,coinflip_ratio_anchored,covariates_ratio_raw,covariates_ratio_excess,covariates_ratio_anchored,nfl_alone_ratio_raw,nfl_alone_ratio_excess,nfl_alone_ratio_anchored,gfap_alone_ratio_raw,gfap_alone_ratio_excess,gfap_alone_ratio_anchored,ptau217_ratio_raw,ptau217_ratio_excess,ptau217_ratio_anchored
0.8,0.625,0.0,-10.111111111111104,0.9662499999999999,0.9099999999999999,0.0,0.7274999999999999,0.27333333333333315,-7.07407407407407,0.8075,0.48666666666666664,-4.7037037037037,1.13,1.3466666666666665,4.851851851851848
0.9,0.5555555555555556,0.0,-2.1496062992125986,0.8588888888888889,0.6825,0.0,0.6466666666666666,0.2049999999999999,-1.5039370078740162,0.7177777777777777,0.36500000000000005,-1.0,1.0044444444444445,1.01,1.031496062992126
0.94,0.5319148936170213,0.0,-1.6347305389221565,0.822340425531915,0.6204545454545456,0.0,0.6191489361702127,0.1863636363636363,-1.1437125748503003,0.6872340425531915,0.3318181818181819,-0.760479041916168,0.9617021276595745,0.9181818181818183,0.7844311377245513
